metodo,psi2,tempo,z
Solucao Analitica,1.4282021263620626e-32,9.15e-15,-233.1582804103566
Solucao Analitica,1.417854688393254e-32,9.15e-15,-232.74303859306303
Solucao Analitica,1.636984029000311e-32,9.15e-15,-232.32779677576943
Solucao Analitica,1.4712675373987885e-32,9.15e-15,-231.91255495847582
Solucao Analitica,1.0921356383016635e-32,9.15e-15,-231.49731314118222
Solucao Analitica,1.1460035485488578e-32,9.15e-15,-231.08207132388864
Solucao Analitica,1.1962018593063729e-32,9.15e-15,-230.66682950659504
Solucao Analitica,9.896769058217036e-33,9.15e-15,-230.25158768930143
Solucao Analitica,9.750772659844909e-33,9.15e-15,-229.83634587200783
Solucao Analitica,1.1423924299031318e-32,9.15e-15,-229.42110405471422
Solucao Analitica,1.2241692209011369e-32,9.15e-15,-229.00586223742064
Solucao Analitica,1.1303553677507117e-32,9.15e-15,-228.59062042012704
Solucao Analitica,1.0777872603819391e-32,9.15e-15,-228.17537860283343
Solucao Analitica,1.0684585372138134e-32,9.15e-15,-227.76013678553983
Solucao Analitica,8.284508026403219e-33,9.15e-15,-227.34489496824625
Solucao Analitica,6.698813166917986e-33,9.15e-15,-226.92965315095265
Solucao Analitica,5.9681258784468524e-33,9.15e-15,-226.51441133365904
Solucao Analitica,5.639363618408875e-33,9.15e-15,-226.09916951636544
Solucao Analitica,5.1550599458700925e-33,9.15e-15,-225.68392769907183
Solucao Analitica,7.237283619142661e-33,9.15e-15,-225.26868588177823
Solucao Analitica,6.791912319503111e-33,9.15e-15,-224.85344406448462
Solucao Analitica,4.869743957038507e-33,9.15e-15,-224.43820224719101
Solucao Analitica,6.945384861946469e-33,9.15e-15,-224.0229604298974
Solucao Analitica,7.029644297013411e-33,9.15e-15,-223.6077186126038
Solucao Analitica,7.2118929411649e-33,9.15e-15,-223.19247679531023
Solucao Analitica,8.164137404879017e-33,9.15e-15,-222.77723497801662
Solucao Analitica,5.115751414778596e-33,9.15e-15,-222.36199316072302
Solucao Analitica,4.8691797197501115e-33,9.15e-15,-221.9467513434294
Solucao Analitica,6.018531076210113e-33,9.15e-15,-221.53150952613584
Solucao Analitica,4.670380115139046e-33,9.15e-15,-221.11626770884223
Solucao Analitica,7.194319300620104e-33,9.15e-15,-220.70102589154862
Solucao Analitica,7.174089042842452e-33,9.15e-15,-220.28578407425502
Solucao Analitica,9.593538535478919e-33,9.15e-15,-219.87054225696141
Solucao Analitica,1.0970465598258112e-32,9.15e-15,-219.45530043966784
Solucao Analitica,7.800016274768305e-33,9.15e-15,-219.04005862237423
Solucao Analitica,8.185202263645754e-33,9.15e-15,-218.62481680508063
Solucao Analitica,1.0908587575630827e-32,9.15e-15,-218.20957498778702
Solucao Analitica,9.160204297991792e-33,9.15e-15,-217.79433317049342
Solucao Analitica,4.489824182852744e-33,9.15e-15,-217.37909135319984
Solucao Analitica,7.908349834140087e-33,9.15e-15,-216.96384953590623
Solucao Analitica,1.0833355937178202e-32,9.15e-15,-216.5486077186126
Solucao Analitica,8.907425992790967e-33,9.15e-15,-216.133365901319
Solucao Analitica,7.939194805905664e-33,9.15e-15,-215.71812408402542
Solucao Analitica,1.2037062152420224e-32,9.15e-15,-215.3028822667318
Solucao Analitica,1.4107436842636503e-32,9.15e-15,-214.8876404494382
Solucao Analitica,1.163081130477604e-32,9.15e-15,-214.4723986321446
Solucao Analitica,1.0496318196910435e-32,9.15e-15,-214.057156814851
Solucao Analitica,1.3962992096807463e-32,9.15e-15,-213.64191499755742
Solucao Analitica,9.292611981668412e-33,9.15e-15,-213.22667318026382
Solucao Analitica,8.185202263645754e-33,9.15e-15,-212.8114313629702
Solucao Analitica,9.452103055187982e-33,9.15e-15,-212.3961895456766
Solucao Analitica,9.65372384624102e-33,9.15e-15,-211.98094772838303
Solucao Analitica,1.0315762264624132e-32,9.15e-15,-211.56570591108942
Solucao Analitica,1.1796320909371821e-32,9.15e-15,-211.15046409379582
Solucao Analitica,1.505234622160149e-32,9.15e-15,-210.7352222765022
Solucao Analitica,1.570836610890839e-32,9.15e-15,-210.3199804592086
Solucao Analitica,1.6225959781462462e-32,9.15e-15,-209.90473864191503
Solucao Analitica,1.402317740756956e-32,9.15e-15,-209.48949682462143
Solucao Analitica,1.485373469608656e-32,9.15e-15,-209.07425500732782
Solucao Analitica,1.4017158876493354e-32,9.15e-15,-208.65901319003422
Solucao Analitica,1.3300953678424348e-32,9.15e-15,-208.2437713727406
Solucao Analitica,1.3300953678424348e-32,9.15e-15,-207.828529555447
Solucao Analitica,1.500795955491444e-32,9.15e-15,-207.4132877381534
Solucao Analitica,1.7950268934796656e-32,9.15e-15,-206.9980459208598
Solucao Analitica,2.1787082495880608e-32,9.15e-15,-206.5828041035662
Solucao Analitica,1.9999014528957808e-32,9.15e-15,-206.1675622862726
Solucao Analitica,2.3114920914569462e-32,9.15e-15,-205.752320468979
Solucao Analitica,2.506718193241511e-32,9.15e-15,-205.3370786516854
Solucao Analitica,2.802872239987678e-32,9.15e-15,-204.9218368343918
Solucao Analitica,2.784322939131703e-32,9.15e-15,-204.5065950170982
Solucao Analitica,2.798692182076154e-32,9.15e-15,-204.09135319980462
Solucao Analitica,2.378904341487903e-32,9.15e-15,-203.676111382511
Solucao Analitica,2.810729244228575e-32,9.15e-15,-203.2608695652174
Solucao Analitica,2.606400114191242e-32,9.15e-15,-202.8456277479238
Solucao Analitica,3.0630385271834216e-32,9.15e-15,-202.4303859306302
Solucao Analitica,3.145980233083091e-32,9.15e-15,-202.01514411333662
Solucao Analitica,3.505869583530843e-32,9.15e-15,-201.599902296043
Solucao Analitica,3.873670598706804e-32,9.15e-15,-201.1846604787494
Solucao Analitica,3.8809181091267987e-32,9.15e-15,-200.7694186614558
Solucao Analitica,3.630095826525743e-32,9.15e-15,-200.35417684416223
Solucao Analitica,3.4381108565399815e-32,9.15e-15,-199.93893502686862
Solucao Analitica,3.3388553461660123e-32,9.15e-15,-199.52369320957501
Solucao Analitica,3.3821229422310785e-32,9.15e-15,-199.10845139228138
Solucao Analitica,3.1750214546850794e-32,9.15e-15,-198.69320957498778
Solucao Analitica,3.4861212784370285e-32,9.15e-15,-198.2779677576942
Solucao Analitica,3.2502512839784315e-32,9.15e-15,-197.8627259404006
Solucao Analitica,3.5415118525637353e-32,9.15e-15,-197.447484123107
Solucao Analitica,3.549320556714638e-32,9.15e-15,-197.03224230581338
Solucao Analitica,3.660343647161101e-32,9.15e-15,-196.61700048851978
Solucao Analitica,3.375290831310855e-32,9.15e-15,-196.2017586712262
Solucao Analitica,3.393586363140298e-32,9.15e-15,-195.7865168539326
Solucao Analitica,2.9307219443189873e-32,9.15e-15,-195.371275036639
Solucao Analitica,2.845210711083354e-32,9.15e-15,-194.9560332193454
Solucao Analitica,2.754953506649996e-32,9.15e-15,-194.5407914020518
Solucao Analitica,2.6291133099114176e-32,9.15e-15,-194.1255495847582
Solucao Analitica,2.264624779270945e-32,9.15e-15,-193.7103077674646
Solucao Analitica,2.2119706989545006e-32,9.15e-15,-193.295065950171
Solucao Analitica,2.251324706983695e-32,9.15e-15,-192.8798241328774
Solucao Analitica,2.2126577593313444e-32,9.15e-15,-192.4645823155838
Solucao Analitica,2.3592796469719172e-32,9.15e-15,-192.0493404982902
Solucao Analitica,2.3164931770712216e-32,9.15e-15,-191.6340986809966
Solucao Analitica,2.2017329754897686e-32,9.15e-15,-191.218856863703
Solucao Analitica,1.8901924411556169e-32,9.15e-15,-190.80361504640942
Solucao Analitica,1.450451451807595e-32,9.15e-15,-190.3883732291158
Solucao Analitica,1.3801456967647856e-32,9.15e-15,-189.97313141182218
Solucao Analitica,1.0645157914079111e-32,9.15e-15,-189.55788959452858
Solucao Analitica,1.1512066458519761e-32,9.15e-15,-189.14264777723497
Solucao Analitica,9.138624429394765e-33,9.15e-15,-188.7274059599414
Solucao Analitica,7.985295630916111e-33,9.15e-15,-188.3121641426478
Solucao Analitica,9.160845174871588e-33,9.15e-15,-187.89692232535418
Solucao Analitica,1.04239735531491e-32,9.15e-15,-187.48168050806058
Solucao Analitica,9.038841029459476e-33,9.15e-15,-187.06643869076697
Solucao Analitica,8.125478943543976e-33,9.15e-15,-186.6511968734734
Solucao Analitica,7.475849702616544e-33,9.15e-15,-186.2359550561798
Solucao Analitica,6.332907714012419e-33,9.15e-15,-185.82071323888619
Solucao Analitica,4.228444491900351e-33,9.15e-15,-185.40547142159258
Solucao Analitica,3.6369640827686476e-33,9.15e-15,-184.990229604299
Solucao Analitica,3.038566378376665e-33,9.15e-15,-184.5749877870054
Solucao Analitica,1.9315807670336607e-33,9.15e-15,-184.1597459697118
Solucao Analitica,1.890297192784514e-33,9.15e-15,-183.7445041524182
Solucao Analitica,1.88398324434774e-33,9.15e-15,-183.32926233512458
Solucao Analitica,1.9594463955011317e-33,9.15e-15,-182.914020517831
Solucao Analitica,1.9389706285847783e-33,9.15e-15,-182.4987787005374
Solucao Analitica,2.5059028120726035e-33,9.15e-15,-182.0835368832438
Solucao Analitica,2.242104811066784e-33,9.15e-15,-181.6682950659502
Solucao Analitica,1.9981032397099082e-33,9.15e-15,-181.25305324865656
Solucao Analitica,3.0197722870573487e-33,9.15e-15,-180.83781143136298
Solucao Analitica,1.9400802391561206e-33,9.15e-15,-180.42256961406937
Solucao Analitica,2.2502583243267595e-33,9.15e-15,-180.00732779677577
Solucao Analitica,1.2398079476700745e-33,9.15e-15,-179.59208597948216
Solucao Analitica,1.8435165710615588e-33,9.15e-15,-179.1768441621886
Solucao Analitica,2.1213068820832757e-33,9.15e-15,-178.76160234489498
Solucao Analitica,3.1189365194798805e-33,9.15e-15,-178.34636052760138
Solucao Analitica,2.9978529962618726e-33,9.15e-15,-177.93111871030777
Solucao Analitica,3.071352860365514e-33,9.15e-15,-177.51587689301417
Solucao Analitica,3.978836751428545e-33,9.15e-15,-177.1006350757206
Solucao Analitica,6.563443598082816e-33,9.15e-15,-176.68539325842698
Solucao Analitica,7.161810512835394e-33,9.15e-15,-176.27015144113338
Solucao Analitica,8.405973440605626e-33,9.15e-15,-175.85490962383977
Solucao Analitica,7.735547145618282e-33,9.15e-15,-175.4396678065462
Solucao Analitica,7.532402451844304e-33,9.15e-15,-175.0244259892526
Solucao Analitica,7.24256431919576e-33,9.15e-15,-174.609184171959
Solucao Analitica,6.810636835910767e-33,9.15e-15,-174.19394235466538
Solucao Analitica,5.842450485306646e-33,9.15e-15,-173.77870053737178
Solucao Analitica,7.192039102842673e-33,9.15e-15,-173.3634587200782
Solucao Analitica,6.11091848355836e-33,9.15e-15,-172.9482169027846
Solucao Analitica,1.0417936067057082e-32,9.15e-15,-172.532975085491
Solucao Analitica,1.0023778466902477e-32,9.15e-15,-172.11773326819736
Solucao Analitica,1.0896403199655052e-32,9.15e-15,-171.70249145090375
Solucao Analitica,9.543950836517687e-33,9.15e-15,-171.28724963361017
Solucao Analitica,1.172300598425428e-32,9.15e-15,-170.87200781631657
Solucao Analitica,8.361693392683645e-33,9.15e-15,-170.45676599902296
Solucao Analitica,6.41850189819024e-33,9.15e-15,-170.04152418172936
Solucao Analitica,5.9869070937298676e-33,9.15e-15,-169.62628236443578
Solucao Analitica,7.386454028658467e-33,9.15e-15,-169.21104054714218
Solucao Analitica,4.9179263370426857e-33,9.15e-15,-168.79579872984857
Solucao Analitica,4.5332210441515146e-33,9.15e-15,-168.38055691255497
Solucao Analitica,3.6996116717798994e-33,9.15e-15,-167.96531509526136
Solucao Analitica,6.383928841646403e-33,9.15e-15,-167.55007327796778
Solucao Analitica,5.8724363416908726e-33,9.15e-15,-167.13483146067418
Solucao Analitica,5.3587833288997985e-33,9.15e-15,-166.71958964338057
Solucao Analitica,4.474968099418744e-33,9.15e-15,-166.30434782608697
Solucao Analitica,4.0320718516223035e-33,9.15e-15,-165.8891060087934
Solucao Analitica,2.7590121270685387e-33,9.15e-15,-165.47386419149979
Solucao Analitica,2.027012468293209e-33,9.15e-15,-165.05862237420618
Solucao Analitica,1.1168564874002176e-33,9.15e-15,-164.64338055691258
Solucao Analitica,7.0679467850675495e-34,9.15e-15,-164.22813873961897
Solucao Analitica,1.027660390895762e-33,9.15e-15,-163.8128969223254
Solucao Analitica,2.1151400875937705e-33,9.15e-15,-163.39765510503176
Solucao Analitica,1.9953615377526167e-33,9.15e-15,-162.98241328773815
Solucao Analitica,2.1164677475891846e-33,9.15e-15,-162.56717147044455
Solucao Analitica,1.5368409023011075e-33,9.15e-15,-162.15192965315094
Solucao Analitica,6.372907286554723e-34,9.15e-15,-161.73668783585737
Solucao Analitica,5.732527565681198e-34,9.15e-15,-161.32144601856376
Solucao Analitica,6.442977147797449e-35,9.15e-15,-160.90620420127016
Solucao Analitica,3.460510568249666e-34,9.15e-15,-160.49096238397655
Solucao Analitica,4.736672918460024e-34,9.15e-15,-160.07572056668297
Solucao Analitica,1.8970489094844247e-33,9.15e-15,-159.66047874938937
Solucao Analitica,2.0964974663796653e-33,9.15e-15,-159.24523693209576
Solucao Analitica,2.351844941226024e-33,9.15e-15,-158.82999511480216
Solucao Analitica,3.34321565453278e-33,9.15e-15,-158.41475329750855
Solucao Analitica,3.8549878002998954e-33,9.15e-15,-157.99951148021498
Solucao Analitica,2.50102109889165e-33,9.15e-15,-157.58426966292137
Solucao Analitica,2.2042599766581667e-33,9.15e-15,-157.16902784562777
Solucao Analitica,2.0086741134152903e-33,9.15e-15,-156.75378602833416
Solucao Analitica,1.8076668696134962e-33,9.15e-15,-156.33854421104058
Solucao Analitica,2.328665325491347e-33,9.15e-15,-155.92330239374698
Solucao Analitica,3.810275349892812e-33,9.15e-15,-155.50806057645337
Solucao Analitica,4.011578320966206e-33,9.15e-15,-155.09281875915977
Solucao Analitica,5.7007006630021075e-33,9.15e-15,-154.67757694186614
Solucao Analitica,6.058669548864314e-33,9.15e-15,-154.26233512457256
Solucao Analitica,6.774217379849558e-33,9.15e-15,-153.84709330727895
Solucao Analitica,8.893870827359192e-33,9.15e-15,-153.43185148998538
Solucao Analitica,9.827259306280755e-33,9.15e-15,-153.01660967269174
Solucao Analitica,9.516232877749565e-33,9.15e-15,-152.6013678553982
Solucao Analitica,7.31271191913065e-33,9.15e-15,-152.18612603810456
Solucao Analitica,7.688243379179663e-33,9.15e-15,-151.77088422081098
Solucao Analitica,8.992147324203331e-33,9.15e-15,-151.35564240351735
Solucao Analitica,9.55791533277266e-33,9.15e-15,-150.94040058622377
Solucao Analitica,1.261768067467029e-32,9.15e-15,-150.52515876893017
Solucao Analitica,1.6098240102090186e-32,9.15e-15,-150.10991695163654
Solucao Analitica,1.7657710331582475e-32,9.15e-15,-149.69467513434296
Solucao Analitica,1.8832592365084912e-32,9.15e-15,-149.27943331704932
Solucao Analitica,2.1043356327687669e-32,9.15e-15,-148.86419149975575
Solucao Analitica,2.1812469931306193e-32,9.15e-15,-148.44894968246214
Solucao Analitica,2.2546105726394527e-32,9.15e-15,-148.03370786516857
Solucao Analitica,2.141980421388096e-32,9.15e-15,-147.61846604787493
Solucao Analitica,2.1207323077961432e-32,9.15e-15,-147.20322423058136
Solucao Analitica,2.3303475306414234e-32,9.15e-15,-146.78798241328772
Solucao Analitica,3.0542983107762963e-32,9.15e-15,-146.37274059599417
Solucao Analitica,3.7667625749100793e-32,9.15e-15,-145.95749877870054
Solucao Analitica,4.515982500802305e-32,9.15e-15,-145.54225696140696
Solucao Analitica,5.336556277980699e-32,9.15e-15,-145.12701514411333
Solucao Analitica,6.801827859752232e-32,9.15e-15,-144.71177332681978
Solucao Analitica,7.044396348151482e-32,9.15e-15,-144.29653150952615
Solucao Analitica,7.675202362256052e-32,9.15e-15,-143.88128969223257
Solucao Analitica,7.898266606060531e-32,9.15e-15,-143.46604787493894
Solucao Analitica,8.851475853659516e-32,9.15e-15,-143.05080605764536
Solucao Analitica,1.0287603633014267e-31,9.15e-15,-142.63556424035175
Solucao Analitica,1.2087475344594028e-31,9.15e-15,-142.22032242305818
Solucao Analitica,1.3272022421800197e-31,9.15e-15,-141.80508060576454
Solucao Analitica,1.636112648989912e-31,9.15e-15,-141.3898387884709
Solucao Analitica,1.976858885241775e-31,9.15e-15,-140.97459697117736
Solucao Analitica,2.271791064866803e-31,9.15e-15,-140.55935515388373
Solucao Analitica,2.5152038421097505e-31,9.15e-15,-140.14411333659015
Solucao Analitica,2.7186699099201963e-31,9.15e-15,-139.72887151929652
Solucao Analitica,2.877342494822007e-31,9.15e-15,-139.31362970200294
Solucao Analitica,2.9119173192223614e-31,9.15e-15,-138.89838788470934
Solucao Analitica,3.095639191329407e-31,9.15e-15,-138.48314606741576
Solucao Analitica,3.5286350104975364e-31,9.15e-15,-138.06790425012213
Solucao Analitica,3.935434333245179e-31,9.15e-15,-137.65266243282855
Solucao Analitica,4.080126810430431e-31,9.15e-15,-137.23742061553492
Solucao Analitica,4.471244310103591e-31,9.15e-15,-136.82217879824137
Solucao Analitica,4.820927612383274e-31,9.15e-15,-136.40693698094773
Solucao Analitica,5.079072163997599e-31,9.15e-15,-135.99169516365416
Solucao Analitica,5.269986147450516e-31,9.15e-15,-135.57645334636052
Solucao Analitica,5.524318178488372e-31,9.15e-15,-135.16121152906697
Solucao Analitica,5.726460830244108e-31,9.15e-15,-134.74596971177334
Solucao Analitica,5.64939361892091e-31,9.15e-15,-134.33072789447976
Solucao Analitica,5.355341082031152e-31,9.15e-15,-133.91548607718613
Solucao Analitica,5.316069909906477e-31,9.15e-15,-133.50024425989255
Solucao Analitica,5.252516391556186e-31,9.15e-15,-133.08500244259895
Solucao Analitica,5.3769002214787286e-31,9.15e-15,-132.66976062530537
Solucao Analitica,5.32269684856186e-31,9.15e-15,-132.25451880801174
Solucao Analitica,5.313881894408537e-31,9.15e-15,-131.8392769907181
Solucao Analitica,5.531569332682567e-31,9.15e-15,-131.42403517342456
Solucao Analitica,5.358094740914445e-31,9.15e-15,-131.00879335613092
Solucao Analitica,5.076346403610722e-31,9.15e-15,-130.59355153883735
Solucao Analitica,4.845620618091275e-31,9.15e-15,-130.1783097215437
Solucao Analitica,4.510823221282673e-31,9.15e-15,-129.76306790425014
Solucao Analitica,4.0162675013954875e-31,9.15e-15,-129.34782608695653
Solucao Analitica,3.647653320553601e-31,9.15e-15,-128.93258426966295
Solucao Analitica,3.149018834552089e-31,9.15e-15,-128.51734245236932
Solucao Analitica,3.024437423285929e-31,9.15e-15,-128.10210063507574
Solucao Analitica,2.8030770758476173e-31,9.15e-15,-127.68685881778212
Solucao Analitica,2.6186161159712162e-31,9.15e-15,-127.27161700048855
Solucao Analitica,2.489594913969877e-31,9.15e-15,-126.85637518319493
Solucao Analitica,2.3498323306367712e-31,9.15e-15,-126.44113336590135
Solucao Analitica,2.096540841817277e-31,9.15e-15,-126.02589154860773
Solucao Analitica,1.7668052724568192e-31,9.15e-15,-125.61064973131415
Solucao Analitica,1.4795410927565776e-31,9.15e-15,-125.19540791402052
Solucao Analitica,1.3181573410890715e-31,9.15e-15,-124.78016609672696
Solucao Analitica,1.023122071091299e-31,9.15e-15,-124.36492427943332
Solucao Analitica,8.067976383383587e-32,9.15e-15,-123.94968246213976
Solucao Analitica,6.656244108370897e-32,9.15e-15,-123.53444064484613
Solucao Analitica,5.282318964290112e-32,9.15e-15,-123.11919882755251
Solucao Analitica,4.378548361120853e-32,9.15e-15,-122.70395701025893
Solucao Analitica,3.9143615111548687e-32,9.15e-15,-122.2887151929653
Solucao Analitica,3.3285674196076156e-32,9.15e-15,-121.87347337567174
Solucao Analitica,3.535195816595158e-32,9.15e-15,-121.4582315583781
Solucao Analitica,2.989591968738015e-32,9.15e-15,-121.04298974108454
Solucao Analitica,2.5347466805425183e-32,9.15e-15,-120.6277479237909
Solucao Analitica,2.1156829444743728e-32,9.15e-15,-120.21250610649734
Solucao Analitica,1.948337511576198e-32,9.15e-15,-119.79726428920371
Solucao Analitica,1.2147135443431224e-32,9.15e-15,-119.38202247191015
Solucao Analitica,9.362201247237092e-33,9.15e-15,-118.96678065461651
Solucao Analitica,5.2650862171070586e-33,9.15e-15,-118.55153883732294
Solucao Analitica,6.112570624275895e-33,9.15e-15,-118.13629702002932
Solucao Analitica,5.9733920931385355e-33,9.15e-15,-117.72105520273574
Solucao Analitica,6.1064110338775856e-33,9.15e-15,-117.30581338544212
Solucao Analitica,6.193820793804732e-33,9.15e-15,-116.89057156814854
Solucao Analitica,9.852335371755953e-33,9.15e-15,-116.47532975085493
Solucao Analitica,1.4062674017757187e-32,9.15e-15,-116.06008793356135
Solucao Analitica,1.8303340418009644e-32,9.15e-15,-115.64484611626771
Solucao Analitica,1.9736268031662007e-32,9.15e-15,-115.22960429897415
Solucao Analitica,2.1501202269760628e-32,9.15e-15,-114.81436248168052
Solucao Analitica,2.2739162390385612e-32,9.15e-15,-114.3991206643869
Solucao Analitica,2.0629267580094683e-32,9.15e-15,-113.98387884709332
Solucao Analitica,1.8122549386853176e-32,9.15e-15,-113.5686370297997
Solucao Analitica,1.283593986818256e-32,9.15e-15,-113.15339521250613
Solucao Analitica,8.480862602764573e-33,9.15e-15,-112.73815339521249
Solucao Analitica,8.019692659049974e-33,9.15e-15,-112.32291157791893
Solucao Analitica,9.408844863077721e-33,9.15e-15,-111.9076697606253
Solucao Analitica,1.6073239555403628e-32,9.15e-15,-111.49242794333173
Solucao Analitica,1.8431751420893465e-32,9.15e-15,-111.0771861260381
Solucao Analitica,1.990647961366108e-32,9.15e-15,-110.66194430874454
Solucao Analitica,2.3075800462574093e-32,9.15e-15,-110.2467024914509
Solucao Analitica,2.2208379671215313e-32,9.15e-15,-109.83146067415734
Solucao Analitica,1.6071358764442318e-32,9.15e-15,-109.41621885686371
Solucao Analitica,1.3723191249239713e-32,9.15e-15,-109.00097703957013
Solucao Analitica,1.0126178535723514e-32,9.15e-15,-108.58573522227651
Solucao Analitica,7.608927913098633e-33,9.15e-15,-108.17049340498293
Solucao Analitica,4.106613024484678e-33,9.15e-15,-107.75525158768932
Solucao Analitica,4.670380115139046e-33,9.15e-15,-107.34000977039574
Solucao Analitica,6.84457446641995e-33,9.15e-15,-106.92476795310212
Solucao Analitica,8.4923354276286e-33,9.15e-15,-106.50952613580854
Solucao Analitica,1.0019743266926155e-32,9.15e-15,-106.09428431851491
Solucao Analitica,1.0659310221540593e-32,9.15e-15,-105.67904250122129
Solucao Analitica,1.1478804765625175e-32,9.15e-15,-105.26380068392771
Solucao Analitica,1.1624746656726004e-32,9.15e-15,-104.8485588666341
Solucao Analitica,1.1752182050829694e-32,9.15e-15,-104.43331704934052
Solucao Analitica,7.566494259976884e-33,9.15e-15,-104.01807523204688
Solucao Analitica,6.852863004262508e-33,9.15e-15,-103.60283341475332
Solucao Analitica,3.539215688374574e-33,9.15e-15,-103.18759159745969
Solucao Analitica,1.1678899142407075e-33,9.15e-15,-102.77234978016612
Solucao Analitica,6.071909305539521e-34,9.15e-15,-102.35710796287249
Solucao Analitica,8.53838102171069e-34,9.15e-15,-101.94186614557893
Solucao Analitica,2.8169396394096964e-33,9.15e-15,-101.5266243282853
Solucao Analitica,3.593978844400568e-33,9.15e-15,-101.11138251099173
Solucao Analitica,6.195972917996561e-33,9.15e-15,-100.6961406936981
Solucao Analitica,1.0027295319813009e-32,9.15e-15,-100.28089887640454
Solucao Analitica,1.1369077979821289e-32,9.15e-15,-99.8656570591109
Solucao Analitica,1.0608088295095261e-32,9.15e-15,-99.45041524181732
Solucao Analitica,9.567385209484242e-33,9.15e-15,-99.0351734245237
Solucao Analitica,8.560787922845155e-33,9.15e-15,-98.61993160723013
Solucao Analitica,5.515749116654846e-33,9.15e-15,-98.20468978993651
Solucao Analitica,3.0035077908848234e-33,9.15e-15,-97.78944797264293
Solucao Analitica,1.1633896169388177e-33,9.15e-15,-97.37420615534931
Solucao Analitica,5.154408150216185e-34,9.15e-15,-96.95896433805568
Solucao Analitica,1.2635437407727874e-33,9.15e-15,-96.5437225207621
Solucao Analitica,3.308485500657432e-33,9.15e-15,-96.12848070346848
Solucao Analitica,6.377967763690174e-33,9.15e-15,-95.7132388861749
Solucao Analitica,9.217326206865737e-33,9.15e-15,-95.29799706888129
Solucao Analitica,1.1091844222726333e-32,9.15e-15,-94.88275525158771
Solucao Analitica,1.3961590373640966e-32,9.15e-15,-94.46751343429408
Solucao Analitica,1.3883436164000097e-32,9.15e-15,-94.05227161700051
Solucao Analitica,1.2217941215630754e-32,9.15e-15,-93.63702979970688
Solucao Analitica,8.171873962690469e-33,9.15e-15,-93.22178798241332
Solucao Analitica,6.178926536872721e-33,9.15e-15,-92.80654616511968
Solucao Analitica,2.229307220959886e-33,9.15e-15,-92.39130434782612
Solucao Analitica,7.217804058703506e-34,9.15e-15,-91.97606253053249
Solucao Analitica,2.772760171848074e-34,9.15e-15,-91.56082071323893
Solucao Analitica,2.299536704664997e-33,9.15e-15,-91.14557889594529
Solucao Analitica,3.688339543310657e-33,9.15e-15,-90.73033707865173
Solucao Analitica,6.956760200881889e-33,9.15e-15,-90.3150952613581
Solucao Analitica,8.423296780285954e-33,9.15e-15,-89.89985344406452
Solucao Analitica,1.0287489106414171e-32,9.15e-15,-89.4846116267709
Solucao Analitica,9.729962491873445e-33,9.15e-15,-89.06936980947732
Solucao Analitica,8.804931692562597e-33,9.15e-15,-88.6541279921837
Solucao Analitica,6.748614017063802e-33,9.15e-15,-88.23888617489007
Solucao Analitica,5.8364733901263095e-33,9.15e-15,-87.82364435759649
Solucao Analitica,3.413224404543145e-33,9.15e-15,-87.40840254030287
Solucao Analitica,2.322028728800272e-33,9.15e-15,-86.9931607230093
Solucao Analitica,1.908617203852548e-33,9.15e-15,-86.57791890571568
Solucao Analitica,1.5565812973991104e-33,9.15e-15,-86.1626770884221
Solucao Analitica,1.1024346239122462e-33,9.15e-15,-85.74743527112848
Solucao Analitica,2.6514567017189843e-33,9.15e-15,-85.3321934538349
Solucao Analitica,1.921059439218039e-33,9.15e-15,-84.91695163654127
Solucao Analitica,2.7298398577353547e-33,9.15e-15,-84.50170981924771
Solucao Analitica,4.568387778765418e-33,9.15e-15,-84.08646800195407
Solucao Analitica,8.071317446554823e-33,9.15e-15,-83.67122618466051
Solucao Analitica,1.1654826034739467e-32,9.15e-15,-83.25598436736688
Solucao Analitica,1.3812924584652252e-32,9.15e-15,-82.84074255007332
Solucao Analitica,1.459297989369184e-32,9.15e-15,-82.42550073277968
Solucao Analitica,1.5292898802239592e-32,9.15e-15,-82.01025891548612
Solucao Analitica,1.737817947897464e-32,9.15e-15,-81.59501709819249
Solucao Analitica,1.4536925449581592e-32,9.15e-15,-81.17977528089891
Solucao Analitica,8.889508583607904e-33,9.15e-15,-80.76453346360529
Solucao Analitica,3.0820959091814274e-33,9.15e-15,-80.34929164631171
Solucao Analitica,1.4629027291191392e-33,9.15e-15,-79.9340498290181
Solucao Analitica,1.73373225888128e-33,9.15e-15,-79.51880801172446
Solucao Analitica,6.549494649859782e-33,9.15e-15,-79.1035661944309
Solucao Analitica,1.591377295238194e-32,9.15e-15,-78.68832437713726
Solucao Analitica,2.72586254471413e-32,9.15e-15,-78.27308255984369
Solucao Analitica,3.9903225314264393e-32,9.15e-15,-77.85784074255007
Solucao Analitica,4.746725941467286e-32,9.15e-15,-77.44259892525649
Solucao Analitica,4.8941298299486523e-32,9.15e-15,-77.02735710796287
Solucao Analitica,4.4889134200321736e-32,9.15e-15,-76.6121152906693
Solucao Analitica,3.4135795826229056e-32,9.15e-15,-76.19687347337567
Solucao Analitica,1.9184065936722467e-32,9.15e-15,-75.7816316560821
Solucao Analitica,8.799492915091518e-33,9.15e-15,-75.36638983878846
Solucao Analitica,3.367990743851408e-33,9.15e-15,-74.9511480214949
Solucao Analitica,7.091584368249343e-33,9.15e-15,-74.53590620420127
Solucao Analitica,1.9472899225528575e-32,9.15e-15,-74.1206643869077
